review,sentiment,cleaned_review,review_length
This product is outstanding! fantastic quality and great value.,1,product outstanding fantastic quality great value,6
Perfect! Exactly what I needed. outstanding and excellent.,1,perfect exactly needed outstanding excellent,5
This product is okay. It's decent but nothing special.,1,product okay decent nothing special,5
Awful! Not what I expected. terrible and worthless.,0,awful expected terrible worthless,4
Absolutely poor! Worst product ever. So awful.,0,absolutely poor worst product ever awful,6
It's fine. average for the price.,0,fine average price,3
Perfect! Exactly what I needed. amazing and wonderful.,1,perfect exactly needed amazing wonderful,5
Perfect! Exactly what I needed. great and superb.,1,perfect exactly needed great superb,5
Hate it! poor quality and useless service.,0,hate poor quality useless service,5
Absolutely wonderful! Best product I've bought. So excellent.,1,absolutely wonderful best product ive bought excellent,7
This product is poor. Very useless quality.,0,product poor useless quality,4
Horrible product! bad and defective. Waste of money.,0,horrible product bad defective waste money,6
Terrible! The quality is awful and bad.,0,terrible quality awful bad,4
awful experience! The product is disappointing and doesn't work.,0,awful experience product disappointing doesnt work,6
Terrible! The quality is worthless and awful.,0,terrible quality worthless awful,4
Impressive! Very fantastic and superb design.,1,impressive fantastic superb design,4
Love it! wonderful quality and perfect service.,1,love wonderful quality perfect service,5
Disappointing! Very horrible and unsatisfactory design.,0,disappointing horrible unsatisfactory design,4
outstanding purchase! Highly recommend. Very outstanding.,1,outstanding purchase highly recommend outstanding,5
This product is fantastic! wonderful quality and great value.,1,product fantastic wonderful quality great value,6
bad purchase. Completely unsatisfactory. Not recommended.,0,bad purchase completely unsatisfactory recommended,5
Impressive! Very excellent and brilliant design.,1,impressive excellent brilliant design,4
Absolutely great! Best product I've bought. So fantastic.,1,absolutely great best product ive bought fantastic,7
Outstanding! The quality is excellent and superb.,1,outstanding quality excellent superb,4
awesome experience! The product is brilliant and works perfectly.,1,awesome experience product brilliant work perfectly,6
terrible purchase. Completely worthless. Not recommended.,0,terrible purchase completely worthless recommended,5
Impressive! Very awesome and outstanding design.,1,impressive awesome outstanding design,4
useless experience! The product is worthless and doesn't work.,0,useless experience product worthless doesnt work,6
Poor quality! Below expectations. useless and poor.,0,poor quality expectation useless poor,5
Absolutely bad! Worst product ever. So poor.,0,absolutely bad worst product ever poor,6
It's fine. acceptable for the price.,0,fine acceptable price,3
Absolutely defective! Worst product ever. So unsatisfactory.,0,absolutely defective worst product ever unsatisfactory,6
Fantastic product! awesome and awesome. Worth every penny.,1,fantastic product awesome awesome worth every penny,7
This product is okay. It's moderate but nothing special.,1,product okay moderate nothing special,5
This product is brilliant! awesome quality and great value.,1,product brilliant awesome quality great value,6
Awful! Not what I expected. worthless and terrible.,0,awful expected worthless terrible,4
Terrible! The quality is defective and useless.,0,terrible quality defective useless,4
Absolutely superb! Best product I've bought. So outstanding.,1,absolutely superb best product ive bought outstanding,7
Disappointing! Very bad and terrible design.,0,disappointing bad terrible design,4
Hate it! worthless quality and poor service.,0,hate worthless quality poor service,5
average product. Does the job. Nothing more.,1,average product job nothing,4
Excellent! Exceeded expectations. brilliant and fantastic.,1,excellent exceeded expectation brilliant fantastic,5
Acceptable product. acceptable but could be better.,1,acceptable product acceptable could better,5
brilliant purchase! Highly recommend. Very great.,1,brilliant purchase highly recommend great,5
Perfect! Exactly what I needed. perfect and superb.,1,perfect exactly needed perfect superb,5
Excellent! Exceeded expectations. great and amazing.,1,excellent exceeded expectation great amazing,5
This product is okay. It's standard but nothing special.,1,product okay standard nothing special,5
Average quality. decent but not poor.,1,average quality decent poor,4
This product is great! outstanding quality and great value.,1,product great outstanding quality great value,6
It's fine. okay for the price.,1,fine okay price,3
Fantastic product! brilliant and wonderful. Worth every penny.,1,fantastic product brilliant wonderful worth every penny,7
great experience! The product is great and works perfectly.,1,great experience product great work perfectly,6
It's fine. average for the price.,1,fine average price,3
Awful! Not what I expected. awful and disappointing.,0,awful expected awful disappointing,4
This product is superb! excellent quality and great value.,1,product superb excellent quality great value,6
Outstanding! The quality is superb and great.,1,outstanding quality superb great,4
bad purchase. Completely unsatisfactory. Not recommended.,0,bad purchase completely unsatisfactory recommended,5
Terrible! The quality is awful and terrible.,0,terrible quality awful terrible,4
wonderful experience! The product is fantastic and works perfectly.,1,wonderful experience product fantastic work perfectly,6
Impressive! Very awesome and wonderful design.,1,impressive awesome wonderful design,4
Love it! great quality and amazing service.,1,love great quality amazing service,5
Perfect! Exactly what I needed. perfect and amazing.,1,perfect exactly needed perfect amazing,5
Disappointing! Very worthless and worthless design.,0,disappointing worthless worthless design,4
This product is amazing! excellent quality and great value.,1,product amazing excellent quality great value,6
decent product. Does the job. Nothing more.,1,decent product job nothing,4
Awful! Not what I expected. disappointing and useless.,0,awful expected disappointing useless,4
Love it! wonderful quality and awesome service.,1,love wonderful quality awesome service,5
horrible purchase. Completely unsatisfactory. Not recommended.,0,horrible purchase completely unsatisfactory recommended,5
Absolutely disappointing! Worst product ever. So useless.,0,absolutely disappointing worst product ever useless,6
Absolutely poor! Worst product ever. So worthless.,0,absolutely poor worst product ever worthless,6
Average quality. decent but not unsatisfactory.,1,average quality decent unsatisfactory,4
Outstanding! The quality is excellent and awesome.,1,outstanding quality excellent awesome,4
